memorialis_naam,naam,QID,Facebook_ID,social media followers,image,commons_category,LinkedIn_ID,Twitter_username,geboortejaar,sterfjaar,911    1,naam alternatief,681   ,902   ,903   ,viaf id,Column 1,035   ,035    1,670   ,375   ,900   ,901   ,920   ,046   ,905   ,COR   ,911   ,912   ,910   ,85642 ,906   ,5001  ,904   ,000   ,678   ,8564  ,1101  ,5102  ,4101  ,908   ,599   ,856   ,998   ,4102  
"Hermy, Martin",Martin Hermy,Q55033849,,,,,,,1956,,faculteit Wetenschappen$$gWE$$s1994$$t1995$$iga,,$$aBiologie,,,18943324,000004464 ,$$a(viaf)18943324,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19560314$$gunknown$$s1994$$tunknown,,"$$aHermy, Martin$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s1994$$t1995$$igastdocent$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/464/000004464-01.jpg,,,,,,,,,,,,,,
"Hesse, Uwe",Uwe J Hesse,Q91290007,,,,,,,1954,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,57261749,000004468 ,$$a(viaf)57261749,$$a,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19540609$$gunknown$$s1995$$tunknown,,"$$aHesse, Uwe$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2011$$tunknown$$igastdocent$$0mem10:000006060,,$$avakgroep Heelkunde$$gGE10$$0mem10:000006082,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/468/000004468-01.jpg,,,,,,,,,,,,,,
"Heyde, Kristiaan",Kris Heyde,Q2752483,,,,,,,1942,,Universiteit Gent$$s2007$$iemeritus,,$$aFysica en Sterrenkunde,,,,000004470 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1981-82,$$aman,,,$$apersoon,$$f19420718$$gunknown$$s1981$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,$$aLaboratorium voor theoretische fysica$$s1989$$t1992$$idirecteur-diensthoofd$$0mem10:000008806,$$avakgroep Fysica en Sterrenkunde$$gWE05$$0mem10:000006049,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/470/000004470-01.jpg,,,,,,,,,,,,,,
"Heylen, Freddy",Freddy Heylen,Q55232210,,,,,,,1963,,faculteit Economie en Bedrijfskunde$$gEB$$s2006,,"$$aEconomie, Bedrijfseconomie en Management",,,33712034,000004472 ,$$a(viaf)33712034,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19631110$$gunknown$$s1994$$tunknown,,"$$aHeylen, Freddy$$0ZZZ",$$afaculteit Economie en Bedrijfskunde$$gEB$$s2006$$tunknown$$igewoon hoogleraar$$0mem10:000006129,,$$avakgroep Sociale Economie$$gEB03$$0mem10:000006138,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/472/000004472-01.jpg,,,,,,,,,,,,,,
"Heylen, Louis",Louis Heylen,,,,,,,,1947,,faculteit Geneeskunde en Gezondheidswetenschapp,"Heylen, Lodewijck",$$aAndere Medische Disciplines,,,55527398,000004473 ,$$a(viaf)55527398,$$a,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19470511$$gunknown$$sunknown$$tunknown,,"$$aHeylen, Lodewijck$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$igastdocent$$0mem10:000006060,,"$$avakgroep Neus-, Keel- en Oorheelkunde$$gGE19$$0mem10:000006092",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/473/000004473-01.jpg,,,,,,,,,,,,,,
"Heynderickx, Geraldine",Geraldine Heynderickx,Q57102500,,,,,,,1966,,faculteit Ingenieurswetenschappen en Architectu,,$$aChemische Ingenieurstechnieken en Toegepaste Materiaalwetenschappen,,,,000004475 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1994-95,$$avrouw,,,$$apersoon,$$f19660302$$gunknown$$s1994$$tunknown,,"$$aHeynderickx, Geraldine$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2006$$tunknown$$ihoogleraar$$0mem10:000006102,,$$avakgroep Chemische Proceskunde en Technische Chemie$$gEA12$$0mem10:000006121,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/475/000004475-01.jpg,,,,,,,,,,,,,,
"Heyndrickx, Marc",Marc Heyndrickx,Q55232384,,,,,,,1961,,faculteit Diergeneeskunde$$gDI$$s2011$$tunknown,,$$aDiergeneeskunde,,,305730017,000004478 ,$$a(viaf)305730017,$$a,$$aEerste vermelding Studiegids 2011-12,$$aman,,,$$apersoon,$$f19611122$$gunknown$$sunknown$$tunknown,,"$$aHeyndrickx, Marc$$0ZZZ",$$afaculteit Diergeneeskunde$$gDI$$s2011$$tunknown$$igastdocent$$0mem10:000006151,,"$$avakgroep Pathologie, Bacteriologie en Pluimveeziekten$$gDI05$$0mem10:000006162",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/478/000004478-01.jpg,,,,,,,,,,,,,,
"Hilson, Pierre",Pierre Hilson,Q55232226,,,,,,,1963,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aToegepaste Biologische Wetenschappen,,,,000004482 ,$$a(biblio)801001639963,$$a(biblio)801001639963,$$aEerste vermelding Studiegids 2009-10,$$aman,,,$$apersoon,$$f19631106$$gunknown$$s2009$$tunknown,,"$$aHilson, Pierre$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Plantenbiotechnologie en Bio-Informatica$$gWE09$$0mem10:000006053,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/482/000004482-01.jpg,,,,,,,,,,,,,,
"Hoebeke, Piet",Piet Hoebeke,Q27898335,,3108,,,,hoebekepiet,1962,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,2.115056565710625E19,000004485 ,$$a(viaf)21150565657106252081,$$a,$$aEerste vermelding Studiegids 2000-01,$$aman,,,$$apersoon,$$f19620227$$gunknown$$s2000$$tunknown,,"$$aHoebeke, Piet$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2010$$tunknown$$igewoon hoogleraar$$0mem10:000006060,$$avakgroep Uro-Gynaecologie$$gGE04$$s2012$$t2016$$ivoorzitter$$0mem10:000006075,$$avakgroep Uro-Gynaecologie$$gGE04$$0mem10:000006075,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/485/000004485-01.jpg,,,,,,,,,,,,,,
"Hoffmann, Georges",Georges Hoffmann,,,,,,,,,,faculteit Geneeskunde en Gezondheidswetenschapp,"Hoffmann, Georges R.",$$aHeelkunde,,,290795227,000004487 ,$$a(viaf)290795227,$$a,$$aEerste vermelding Studiegids 1970-71,$$aman,,,$$apersoon,$$funknown$$gunknown$$s1970$$t1976,,,$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s19700101$$t1976$$idocent$$0mem10:000006060,$$aKliniek voor neurochirurgie$$s1970$$t1976$$idirecteur-diensthoofd$$0mem10:000008652,$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$0mem10:000006060,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/487/000004487-01.jpg,,,,,,,,,,,,,,
"Hoffmann, Maurice",Maurice Hoffmann,Q57444012,,,,,,,1958,,faculteit Wetenschappen$$gWE$$s2004$$tunknown$$,,$$aToegepaste Biologische Wetenschappen,,,286661715,000004488 ,$$a(viaf)286661715,$$a,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19580328$$gunknown$$s1995$$tunknown,,"$$aHoffmann, Maurice$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2004$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/488/000004488-01.jpg,,,,,,,,,,,,,,
"Hofman, Georges",Georges Hofman,Q55232582,,,,,,,1942,,Universiteit Gent$$s2007$$iemeritus,,$$aToegepaste Biologische Wetenschappen,,,74023367,000004489 ,$$a(viaf)74023367,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19420812$$gunknown$$s1992$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,$$avakgroep Bodembeheer$$gBW12$$s1992$$t2006$$ivoorzitter$$0mem10:000006204,$$avakgroep Bodembeheer$$gBW12$$0mem10:000006204,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/489/000004489-01.jpg,,,,,,,,,,,,,,
"Höfte, Monica",Monica Höfte,Q37338215,,,,,,,1961,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,213506844,000004490 ,$$a(viaf)213506844,$$a,$$aEerste vermelding Studiegids 1997-98,$$avrouw,,,$$apersoon,$$f19610701$$gunknown$$s1997$$tunknown,,"$$aHöfte, Monica$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2008$$tunknown$$ihoogleraar$$0mem10:000006188,,$$avakgroep Gewasbescherming$$gBW03$$0mem10:000006195,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/490/000004490-01.jpg,,,,,,,,,,,,,,
"Holmqvist, Ivo",Ivo Holmqvist,Q5811899,,,,,,,1944,,faculteit Letteren en Wijsbegeerte$$gLW$$s2004$,,$$aGermaanse Taal- en Letterkunde,,,,000004492 ,$$a(biblio)801001799207,$$a(biblio)801001799207,$$aEerste vermelding Studiegids 2004-05,$$aman,,,$$apersoon,$$f19440413$$gunknown$$sunknown$$tunknown,,"$$aHolmqvist, Ivo$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2004$$t2008$$igastdocent$$0mem10:000005974,,$$avakgroep Skandinavistiek en Noord-Europakunde$$gLW13$$0mem10:000005995,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/492/000004492-01.jpg,,,,,,,,,,,,,,
"Hondius, Ewoud",Ewoud Hondius,Q62728999,,,,,,,1942,,faculteit Recht en Criminologie$$gRE$$s2002$$t2,,$$aRecht,,,,000004494 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f1942$$gunknown$$sunknown$$tunknown,,"$$aHondius, Ewoud$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2002$$t2010$$igastdocent$$0mem10:000006010,,$$avakgroep Burgerlijk Recht$$gRE03$$0mem10:000006020,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/494/000004494-01.jpg,,,,,,,,,,,,,,
"Hoogewijs, Albert",Albert Hoogewijs,Q55232712,,,,,,,1946,,Universiteit Gent$$s2007$$iemeritus,,"$$aWiskunde, Toegepaste Wiskunde en Informatica",,,196717578,000004496 ,$$a(viaf)196717578,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19460510$$gunknown$$s1992$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,$$avakgroep Wiskunde$$gWE01$$s2002$$t2006$$ivoorzitter$$0mem10:000006045,$$avakgroep Wiskunde$$gWE01$$0mem10:000006045,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/496/000004496-01.jpg,,,,,,,,,,,,,,
"Hoorens, Anne",Anne Hoorens,Q98471376,,,,,,,1964,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aMedische Basiswetenschappen,,,,000004499 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2011-12,$$avrouw,,,$$apersoon,$$f19640417$$gunknown$$sunknown$$tunknown,,"$$aHoorens, Anne$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2011$$tunknown$$igastdocent$$0mem10:000006060,,$$avakgroep Pathologische Anatomie$$gGE22$$0mem10:000006095,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/499/000004499-01.jpg,,,,,,,,,,,,,,
"Horsten, Leon",Leon Horsten,Q55232176,,,,,,,1966,,faculteit Letteren en Wijsbegeerte$$gLW$$s2002$,,$$aWijsbegeerte en Moraalwetenschap,,,,000004501 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f1966$$gunknown$$sunknown$$tunknown,,"$$aHorsten, Leon$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2002$$t2003$$igastdocent$$0mem10:000005974,,$$avakgroep Wijsbegeerte en Moraalwetenschap$$gLW01$$0mem10:000005980,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/501/000004501-01.jpg,,,,,,,,,,,,,,
"Hoste, Eric",Eric A. Hoste,Q39189970,,,,,,,1964,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000004502 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19640630$$gunknown$$s2007$$tunknown,,"$$aHoste, Eric$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/502/000004502-01.jpg,,,,,,,,,,,,,,
"Humblet, Patrick",Patrick Humblet,Q55232494,,,,,,,1956,,faculteit Recht en Criminologie$$gRE$$s2010$$tu,,$$aRecht,,,11081831,000004511 ,$$a(viaf)11081831,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19560526$$gunknown$$s1993$$tunknown,,,$$afaculteit Recht en Criminologie$$gRE$$s2010$$tunknown$$igewoon hoogleraar$$0mem10:000006010,$$avakgroep Sociaal Recht$$gRE09$$s2000$$t2013$$ivoorzitter$$0mem10:000006033,$$avakgroep Sociaal Recht$$gRE09$$0mem10:000006033,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/511/000004511-01.jpg,,,,,,,,,,,,,,
"Huysseune, Ann",Ann Huysseune,Q55232970,,,,,,,1957,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aBiologie,,,313563853,000004518 ,$$a(viaf)313563853,$$a,$$aEerste vermelding Studiegids 1996-97,$$avrouw,,,$$apersoon,$$f19570129$$gunknown$$s1996$$tunknown,,"$$aHuysseune, Ann$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$ihoogleraar$$0mem10:000006034,$$avakgroep Biologie$$gWE11$$s2006$$tunknown$$ivoorzitter$$0mem10:000006056,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/518/000004518-01.jpg,,,,,,,,,,,,,,
"Impens, Christian",Christian Impens,Q102355632,,,,,,,1947,,faculteit Wetenschappen$$gWE$$s2000$$tunknown$$,,"$$aWiskunde, Toegepaste Wiskunde en Informatica",,,,000004520 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19470511$$gunknown$$s1992$$t20121001,,"$$aImpens, Christian$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2000$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Wiskunde$$gWE01$$0mem10:000006045,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/520/000004520-01.jpg,,,,,,,,,,,,,,
"Inzé, Dirk",Dirk Inzé,Q2539349,,,,,,,1957,,faculteit Wetenschappen$$gWE$$s2008$$tunknown$$,,$$aBiologie,,,251918810,000004522 ,$$a(viaf)251918810,$$a,$$aEerste vermelding Studiegids 1997-98,$$aman,,,$$apersoon,$$f19571019$$gunknown$$s1997$$tunknown,,"$$aInzé, Dirk$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2008$$tunknown$$ibuitengewoon hoogleraar$$0mem10:000006034,,$$avakgroep Plantenbiotechnologie en Bio-Informatica$$gWE09$$0mem10:000006053,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/522/000004522-01.jpg,,,,,,,,,,,,,,
"Iserentant, Dirk",Dirk Iserentant,Q55232746,,,,,,,1951,,faculteit Wetenschappen$$gWE$$s2002$$tunknown$$,,$$aBiologie,,,305594598,000004523 ,$$a(viaf)305594598,$$a,$$aEerste vermelding Studiegids 2002-04,$$aman,,,$$apersoon,$$f19511118$$gunknown$$sunknown$$tunknown,,"$$aIserentant, Dirk$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2002$$tunknown$$igastdocent$$0mem10:000006034,,$$avakgroep Biomedische Moleculaire Biologie$$gWE14$$0mem10:000006059,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/523/000004523-01.jpg,,,,,,,,,,,,,,
"Jacobs, Filip",Filip Jacobs,,,,,,,,,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aAndere Medische Disciplines,,,,000004528 ,$$a(biblio)801000958438,$$a(biblio)801000958438,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2006$$t2010$$igastdocent$$0mem10:000006060,,$$avakgroep Radiotherapie en Experimenteel Kankeronderzoek$$gGE17$$0mem10:000006090,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/528/000004528-01.jpg,,,,,,,,,,,,,,
"Jacobs, Franciscus",Franciscus Jacobs,,,,,,,,1947,,faculteit Wetenschappen$$gWE$$s2000$$tunknown$$,,$$aBiologie,,,104424605,000004529 ,$$a(viaf)104424605,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19470302$$gunknown$$s1992$$t20121001,,"$$aJacobs, Franciscus$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2000$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Fysiologie$$gWE15$$0mem10:000006055,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/529/000004529-01.jpg,,,,,,,,,,,,,,
"Jacobs, Geert",Geert Jacobs,,,,,,,,1966,,faculteit Letteren en Wijsbegeerte$$gLW$$s2011$,,$$aAlgemene Taal- en Letterkunde,,,78106462,000004530 ,$$a(viaf)78106462,$$a,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19660817$$gunknown$$s2002$$tunknown,,"$$aJacobs, Geert$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2011$$tunknown$$ihoofddocent$$0mem10:000005974,$$avakgroep Taalkunde$$gLW06$$s2013$$tunknown$$ivoorzitter$$0mem10:000005986,$$avakgroep Taalkunde$$gLW06$$0mem10:000005986,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/530/000004530-01.jpg,,,,,,,,,,,,,,
"Jacobs, Gilbert",Gilbert Jacobs,,,,,,,,,,Universiteit Gent$$s19850301$$iemeritus,"Jacobs, Gilbert Polydore",$$aChemie,,,,000004531 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 1961-62,$$aman,,,$$apersoon,$$funknown$$gunknown$$s1959$$t19850301,,,$$aUniversiteit Gent$$s19850301$$iemeritus,,$$afaculteit Wetenschappen$$gWE$$0mem10:000006034,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/531/000004531-01.jpg,,,,,,,,,,,,,,
"Jacobs, Patric",Patric Jacobs,Q55233100,,,,,,,1946,,Universiteit Gent$$s2011$$iemeritus,,$$aAardwetenschappen en geografie,,,270690251,000004533 ,$$a(viaf)270690251,$$a,$$aEerste vermelding Studiegids 1982-83,$$aman,$$aWilrijk$$bAntwerpen$$cBelgië,,$$apersoon,$$f19460806$$gunknown$$s1981$$t2011,,,$$aUniversiteit Gent$$s2011$$iemeritus,$$avakgroep Geologie en Bodemkunde$$gWE13$$s2002$$t2010$$ivoorzitter$$0mem10:000006058,$$avakgroep Geologie en Bodemkunde$$gWE13$$0mem10:000006058,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/533/000004533-01.jpg,,,,,,,,,,,,,,
"Jacobs, Steven",Steven Jacobs,,,,,,,,1967,,faculteit Letteren en Wijsbegeerte$$gLW$$s2011$,,$$aCultuurwetenschappen,,,33141985,000004534 ,$$a(viaf)33141985,$$a,$$aEerste vermelding Studiegids 2011-12,$$aman,,,$$apersoon,$$f19670204$$gunknown$$s2011$$tunknown,,"$$aJacobs, Steven$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2011$$tunknown$$idocent$$0mem10:000005974,,"$$avakgroep Kunst-, Muziek- en Theaterwetenschappen$$gLW17$$0mem10:000006002",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/534/000004534-01.jpg,,,,,,,,,,,,,,
"Jacques, René",René Jacques,,,,,,,,,,$$s1992$$tunknown$$igastdocent,,,,,,000004535 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids lijst PD,$$aman,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$s1992$$tunknown$$igastdocent,,,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/535/000004535-01.jpg,,,,,,,,,,,,,,
"Jannes, Constantin",Constantin Jannes,Q55233028,,,,,,,1942,,Universiteit Gent$$s2007$$iemeritus,,$$aPsychologische en Pedagogische Wetenschappen,,,,000004536 ,$$a(biblio)801000201131,$$a(biblio)801000201131,$$aEerste vermelding Studiegids 1990-91,$$aman,,,$$apersoon,$$f19420604$$gunknown$$s1989$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,$$aPsychiatrische kliniek$$s1990$$t1992$$idirecteur-diensthoofd$$0mem10:000008489,$$avakgroep Psychiatrie en Medische Psychologie$$gGE13$$0mem10:000006086,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/536/000004536-01.jpg,,,,,,,,,,,,,,
"Janse, Mark",Mark Janse,Q6768232,,,,,markjanse,,1959,,faculteit Letteren en Wijsbegeerte$$gLW$$s2007$,"Janse, Marc",$$aKlassieke Taal- en Letterkunde,,,,000004537 ,$$a(biblio)801000503447,$$a(biblio)801000503447,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19590831$$gunknown$$s2002$$tunknown,,"$$aJanse, Marc$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2007$$tunknown$$ihoofddocent$$0mem10:000005974,,$$avakgroep Taalkunde$$gLW06$$0mem10:000005986,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/537/000004537-01.jpg,,,,,,,,,,,,,,
"Janssen, Caroline",Caroline Janssen,Q55233693,,,,,,,1962,,faculteit Letteren en Wijsbegeerte$$gLW$$s2006$,,$$aAndere Taal- en Letterkunde,,,4527568,000004538 ,$$a(viaf)4527568,$$a,$$aEerste vermelding Studiegids 1997-98,$$avrouw,,,$$apersoon,$$f19620204$$gunknown$$s1997$$tunknown,,"$$aJanssen, Caroline$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2006$$tunknown$$ihoofddocent$$0mem10:000005974,,$$avakgroep Talen en Culturen$$gLW21$$0mem10:000005996,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/538/000004538-01.jpg,,,,,,,,,,,,,,
"Janssen, Colin",Colin Janssen,Q55232910,,,,,,,1960,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,45530086,000004539 ,$$a(viaf)45530086,$$a,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19600220$$gunknown$$s1999$$tunknown,,"$$aJanssen, Colin$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2010$$tunknown$$igewoon hoogleraar$$0mem10:000006188,$$avakgroep Toegepaste Ecologie en Milieubiologie$$gBW09$$s2008$$t2014$$ivoorzitter$$0mem10:000006201,$$avakgroep Toegepaste Ecologie en Milieubiologie$$gBW09$$0mem10:000006201,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/539/000004539-01.jpg,,,,,,,,,,,,,,
"Janssens, Arnold",Arnold Janssens,Q91027160,,,,,,,1967,,faculteit Ingenieurswetenschappen en Architectu,,$$aWetenschap en Technologie van Constructies en de Gebouwde Omgeving,,,,000004540 ,$$a(biblio)801001330674,$$a(biblio)801001330674,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19670823$$gunknown$$s1999$$tunknown,,"$$aJanssens, Arnold$$d1967-$$0NIV2016$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2007$$tunknown$$ihoofddocent$$0mem10:000006102,$$avakgroep Architectuur en Stedenbouw$$gEA01$$s2014$$tunknown$$ivoorzitter$$0mem10:000006108,$$avakgroep Architectuur en Stedenbouw$$gEA01$$0mem10:000006108,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/540/000004540-01.jpg,,,,,,,,,,,,,,
"Janssens, Geert",Geert Janssens,Q102986815,,,,,,,1967,,faculteit Diergeneeskunde$$gDI$$s2010$$tunknown,,$$aDiergeneeskunde,,,,000004541 ,$$a(biblio)801000923577,$$a(biblio)801000923577,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19670726$$gunknown$$s2002$$tunknown,,"$$aJanssens, Geert$$d1967-$$0NIV2016$$0ZZZ",$$afaculteit Diergeneeskunde$$gDI$$s2010$$tunknown$$ihoofddocent$$0mem10:000006151,,"$$avakgroep Voeding, Genetica en Ethologie$$gDI07$$0mem10:000006164",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/541/000004541-01.jpg,,,,,,,,,,,,,,
"Janssens, Paul",Paul Janssens,,,,,,,,1943,,faculteit Letteren en Wijsbegeerte$$gLW$$s2008$,,$$aGeschiedenis en/of Archeologie,,,75016049,000004542 ,$$a(viaf)75016049,$$a,$$aEerste vermelding Studiegids 2008-09,$$aman,,,$$apersoon,$$f19431026$$gunknown$$sunknown$$tunknown,,"$$aJanssens, Paul$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2008$$tunknown$$igastdocent$$0mem10:000005974,,$$avakgroep Nieuwe Geschiedenis$$gLW04$$0mem10:000005984,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/542/000004542-01.jpg,,,,,,,,,,,,,,
"Jonas, John",John Jonas,Q373943,,,,,,,,,faculteit Ingenieurswetenschappen en Architectu,,$$aChemische Ingenieurstechnieken en Toegepaste Materiaalwetenschappen,,,,000004547 ,$$a(biblio)801001675733,$$a(biblio)801001675733,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2002$$tunknown$$igastdocent$$0mem10:000006102,,$$avakgroep Toegepaste Materiaalwetenschappen$$gEA10$$0mem10:000006117,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/004/547/000004547-01.jpg,,,,,,,,,,,,,,
